2009,3,9,NVDA,SELL,100
2009,2,4,NWL,BUY,100
2009,2,11,NWL,SELL,100
2009,2,10,NWL,BUY,100
2009,2,18,NWL,SELL,100
2008,10,27,NWSA,BUY,100
2008,11,3,NWSA,SELL,100
2008,11,11,NWSA,BUY,100
2008,11,18,NWSA,SELL,100
2008,12,12,NWSA,BUY,100
2008,12,19,NWSA,SELL,100
2009,1,20,NWSA,BUY,100
2009,1,27,NWSA,SELL,100
2009,4,20,NWSA,BUY,100
2009,4,27,NWSA,SELL,100
2009,8,19,PCS,BUY,100
2009,8,26,PCS,SELL,100
2009,8,31,PCS,BUY,100
2009,9,8,PCS,SELL,100
2009,10,13,PCS,BUY,100
2009,10,20,PCS,SELL,100
2009,2,27,PFG,BUY,100
2009,3,6,PFG,SELL,100
2009,3,13,PFG,BUY,100
2009,3,20,PFG,SELL,100
2009,3,19,PFG,BUY,100
2009,3,26,PFG,SELL,100
2009,3,30,PFG,BUY,100
2009,4,6,PFG,SELL,100
2008,11,20,PHM,BUY,100
2008,11,28,PHM,SELL,100
2009,3,6,PHM,BUY,100
2009,3,13,PHM,SELL,100
2009,7,8,PHM,BUY,100
2009,7,15,PHM,SELL,100
2008,7,14,RF,BUY,100
2008,7,21,RF,SELL,100
2008,10,9,RF,BUY,100
2008,10,16,RF,SELL,100
2008,11,20,RF,BUY,100
2008,11,28,RF,SELL,100
2008,12,29,RF,BUY,100
2009,1,6,RF,SELL,100
2009,1,7,RF,BUY,100
2009,1,14,RF,SELL,100
2008,11,20,RHT,BUY,100
2008,11,28,RHT,SELL,100
2009,2,27,RRD,BUY,100
2009,3,6,RRD,SELL,100
2009,3,24,RRD,BUY,100
2009,3,31,RRD,SELL,100
2009,3,27,RRD,BUY,100
2009,4,3,RRD,SELL,100
2008,2,29,S,BUY,100
2008,3,7,S,SELL,100
2008,4,30,S,BUY,100
2008,5,7,S,SELL,100
2008,5,2,S,BUY,100
2008,5,9,S,SELL,100
2008,6,20,S,BUY,100
2008,6,27,S,SELL,100
2008,8,6,S,BUY,100
2008,8,13,S,SELL,100
2008,9,5,S,BUY,100
2008,9,12,S,SELL,100
2008,11,19,SBUX,BUY,100
2008,11,26,SBUX,SELL,100
2008,12,1,SBUX,BUY,100
2008,12,8,SBUX,SELL,100
2008,10,8,SLM,BUY,100
2008,10,15,SLM,SELL,100
2008,11,12,SLM,BUY,100
2008,11,19,SLM,SELL,100
2008,11,14,SLM,BUY,100
2008,11,21,SLM,SELL,100
2008,12,1,SLM,BUY,100
2008,12,8,SLM,SELL,100
2008,12,15,SLM,BUY,100
2008,12,22,SLM,SELL,100
2009,2,17,SLM,BUY,100
2009,2,24,SLM,SELL,100
2009,2,26,SLM,BUY,100
2009,3,5,SLM,SELL,100
2009,6,17,SLM,BUY,100
2009,6,24,SLM,SELL,100
2009,6,22,SLM,BUY,100
2009,6,29,SLM,SELL,100
2008,10,24,SNDK,BUY,100
2008,10,31,SNDK,SELL,100
2008,11,12,SNDK,BUY,100
2008,11,19,SNDK,SELL,100
2008,12,1,SNDK,BUY,100
2008,12,8,SNDK,SELL,100
2009,3,6,SNDK,BUY,100
2009,3,13,SNDK,SELL,100
2009,2,17,STI,BUY,100
2009,2,24,STI,SELL,100
2008,10,23,STX,BUY,100
2008,10,30,STX,SELL,100
2009,5,7,STX,BUY,100
2009,5,14,STX,SELL,100
2009,5,20,STX,BUY,100
2009,5,28,STX,SELL,100
2009,3,5,TEL,BUY,100
2009,3,12,TEL,SELL,100
2008,9,29,TER,BUY,100
2008,10,6,TER,SELL,100
2009,7,29,TER,BUY,100
2009,8,5,TER,SELL,100
2009,8,11,TER,BUY,100
2009,8,18,TER,SELL,100
2009,8,14,TER,BUY,100
2009,8,21,TER,SELL,100
2009,9,1,TER,BUY,100
2009,9,9,TER,SELL,100
2008,10,7,TIE,BUY,100
2008,10,14,TIE,SELL,100
2008,10,9,TIE,BUY,100
2008,10,16,TIE,SELL,100
2008,10,15,TIE,BUY,100
2008,10,22,TIE,SELL,100
2008,10,22,TIE,BUY,100
2008,10,29,TIE,SELL,100
2008,11,12,TIE,BUY,100
2008,11,19,TIE,SELL,100
2008,11,14,TIE,BUY,100
2008,11,21,TIE,SELL,100
2008,12,1,TIE,BUY,100
2008,12,8,TIE,SELL,100
2009,1,12,TIE,BUY,100
2009,1,20,TIE,SELL,100
2009,2,10,TIE,BUY,100
2009,2,18,TIE,SELL,100
2009,2,17,TIE,BUY,100
2009,2,24,TIE,SELL,100
2009,5,13,TIE,BUY,100
2009,5,20,TIE,SELL,100
2009,7,6,TIE,BUY,100
2009,7,13,TIE,SELL,100
2009,7,22,TIE,BUY,100
2009,7,29,TIE,SELL,100
2009,8,11,TIE,BUY,100
2009,8,18,TIE,SELL,100
2009,8,17,TIE,BUY,100
2009,8,24,TIE,SELL,100
2009,8,25,TIE,BUY,100
2009,9,1,TIE,SELL,100
2009,9,1,TIE,BUY,100
2009,9,9,TIE,SELL,100
2008,10,27,TSN,BUY,100
2008,11,3,TSN,SELL,100
2008,10,29,TSN,BUY,100
2008,11,5,TSN,SELL,100
2008,11,6,TSN,BUY,100
2008,11,13,TSN,SELL,100
2008,12,23,TSN,BUY,100
2008,12,31,TSN,SELL,100
2008,12,29,TSN,BUY,100
2009,1,6,TSN,SELL,100
2009,2,20,TSN,BUY,100
2009,2,27,TSN,SELL,100
2009,2,25,TSN,BUY,100
2009,3,4,TSN,SELL,100
2009,3,3,TSN,BUY,100
2009,3,10,TSN,SELL,100
2009,3,5,TSN,BUY,100
2009,3,12,TSN,SELL,100
2008,11,20,TSO,BUY,100
2008,11,28,TSO,SELL,100
2008,12,1,TSO,BUY,100
2008,12,8,TSO,SELL,100
2008,12,4,TSO,BUY,100
2008,12,11,TSO,SELL,100
2009,3,9,TWC,BUY,100
2009,3,16,TWC,SELL,100
2008,11,20,TWX,BUY,100
2008,11,28,TWX,SELL,100
2008,11,24,TWX,BUY,100
2008,12,2,TWX,SELL,100
2009,2,17,TWX,BUY,100
